Assembly,Filename,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50.x,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,Source Host,Source Context,Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Bases.Average.Length.Status.,Sequencing Platform(s),Barcode,Source Details,Collection.Year,Collection.Month,Collection.Day,Continent,Country,Region,District,City,Latitude,Longitude,Serovar,Subspecies,Antigenic.Formulas,Lab.Contact,Bio.Project.ID,Project.ID,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Status,Coverage,N50.y,Length,Species,Contig.Number...200.bp.,Low.Quality.Bases,Version
SAL_AB6461AA_AS,SAL_AB6461AA_AS.result,90,65,58,53,44,28,4855157,4845222,4824603,4790229,4627469,4005062,70,448235,4848530,4809037,52.18,52.09,151704,151704,72947,77330,10,10,23,22,67,27,3695671,130,0,2,2,10 + 40 part,604087,88.142,1.001,1.75,1310.45,26.05,196283,4241871,57243,57243,24652,25265,29,29,61,60,Poultry,Product,SAL_PA4915AA,FSIS21821564,SRR7123205;ILLUMINA;Paired;300;SRX4044274;;,ILLUMINA;;,SAL_PA4915AA,raw intact chicken,2018,NA,NA,North America,United States,Georgia,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09076852,SRS3261703,2018-05-08,2018-05-04,Assembled,97,151704,4855157,Salmonella enterica;100.0%,88,128737,4
SAL_AB6624AA_AS,SAL_AB6624AA_AS.result,61,37,32,30,25,20,4743497,4733660,4722889,4707233,4613405,4408963,44,719839,4738351,4809037,52.19,52.09,275110,275110,159897,159897,6,6,12,12,77,20,4301108,127,0,1,1,7 + 29 part,497755,88.045,1.002,4.41,1304.05,26.26,196301,4240088,62811,62811,32514,32087,25,25,50,51,Poultry,Animal,SAL_PA5287AA,FSIS31800387,SRR7126174;ILLUMINA;Paired;300;SRX4047193;;,ILLUMINA;;,SAL_PA5287AA,comminuted chicken,2018,NA,NA,North America,United States,Pennsylvania,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09080768,SRS3264358,2018-05-08,2018-05-07,Assembled,115,275110,4743497,Salmonella enterica;100.0%,58,17674,4
SAL_AB6625AA_AS,SAL_AB6625AA_AS.result,85,58,43,41,39,27,4978287,4967025,4929234,4916274,4889078,4426598,65,465638,4971804,4809037,52.05,52.09,208563,208563,90785,106869,8,8,18,16,73,28,4319580,127,1,1,1,15 + 36 part,731192,88.058,1.001,2.61,1306.57,26.59,169530,4239676,57211,57948,24653,30266,28,27,59,54,Poultry,Product,SAL_PA5286AA,FSIS31800388,SRR7126175;ILLUMINA;Paired;300;SRX4047194;;,ILLUMINA;;,SAL_PA5286AA,raw intact chicken,2018,NA,NA,North America,United States,Virginia,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09080769,SRS3264359,2018-05-08,2018-05-07,Assembled,93,208563,4978287,Salmonella enterica;98.76%,83,37381,4
SAL_AB6751AA_AS,SAL_AB6751AA_AS.result,92,56,45,40,31,19,4944599,4930407,4901841,4865819,4716493,4255378,65,664766,4936449,4809037,52.12,52.09,282799,282799,150794,150794,7,7,12,12,73,19,4167294,127,1,0,2,21 + 29 part,697951,88.021,1.001,0.38,1305.91,26.22,196301,4237595,56862,57211,26261,30608,28,27,58,55,Poultry,Animal,SAL_PA5406AA,FSIS31800398,SRR7130926;ILLUMINA;Paired;300;SRX4051919;;,ILLUMINA;;,SAL_PA5406AA,chicken carcass,2018,NA,NA,North America,United States,Delaware,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09088242,SRS3268954,2018-05-08,2018-05-08,Assembled,106,282799,4944599,Salmonella enterica;92.31%,89,39832,4
SAL_AB6842AA_AS,SAL_AB6842AA_AS.result,112,77,61,56,42,26,4944249,4931641,4896686,4860685,4605441,4030449,84,421873,4936282,4809037,52.13,52.09,150131,150131,65773,75600,9,9,21,20,73,29,3919818,123,0,0,2,24 + 39 part,698567,87.99,1.001,0.2,1305.58,26.37,196300,4235226,48833,51107,19421,24653,32,30,67,63,Poultry,Product,SAL_PA5480AA,FSIS11809625,SRR7132741;ILLUMINA;Paired;300;SRX4053723;;,ILLUMINA;;,SAL_PA5480AA,raw intact chicken,2018,NA,NA,North America,United States,New York,,New York,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09090875,SRS3270696,2018-05-09,2018-05-08,Assembled,64,150131,4944249,Salmonella enterica;93.89%,107,48228,4
SAL_AB7033AA_AS,SAL_AB7033AA_AS.result,93,68,62,56,43,34,4965540,4956890,4946613,4904433,4657431,4299303,70,472121,4958535,4809037,52.14,52.09,114000,117557,75532,80195,12,11,25,24,66,30,3743271,121,1,2,4,8 + 44 part,732278,87.759,1.001,3.43,1306.5,26.11,127791,4223342,52917,56517,19876,26261,32,31,66,61,Swine,Animal,SAL_PA5642AA,FSIS11809713,SRR7140621;ILLUMINA;Paired;300;SRX4061478;;,ILLUMINA;;,SAL_PA5642AA,swine-sow,2018,NA,NA,North America,United States,Wisconsin,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA292666,SRP062916,SAMN09098828,SRS3277788,2018-05-10,2018-05-09,Assembled,75,114000,4965540,Salmonella enterica;100.0%,88,48227,4
SAL_AB7340AA_AS,SAL_AB7340AA_AS.result,83,54,44,42,32,23,4917184,4905472,4880523,4868572,4683078,4378846,62,706453,4910823,4809037,52.12,52.09,251657,282799,90835,122734,7,6,14,13,75,22,4234504,131,1,1,1,18 + 29 part,670539,88.063,1.001,2.44,1307.2,26.35,196297,4237356,51959,52917,25595,26261,29,28,60,58,Poultry,Product,SAL_PA5850AA,FSIS21821598,SRR7146916;ILLUMINA;Paired;300;SRX4066405;;,ILLUMINA;;,SAL_PA5850AA,raw intact chicken,2018,NA,NA,North America,United States,Pennsylvania,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09112918,SRS3284600,2018-05-11,2018-05-10,Assembled,95,251657,4917184,Salmonella enterica;93.25%,80,42790,4
SAL_AB7716AA_AS,SAL_AB7716AA_AS.result,103,62,51,47,44,27,4945801,4929775,4902937,4877333,4827279,4193426,71,435050,4935378,4809037,52.13,52.09,163647,163647,78376,81626,9,9,21,19,71,30,4123888,130,1,1,1,15 + 40 part,698199,87.977,1.001,0.61,1306.24,26.28,196380,4236491,51129,52909,27029,30996,30,29,61,58,Poultry,Product,SAL_PA6264AA,FSIS21821618,SRR7162882;ILLUMINA;Paired;300;SRX4081180;;,ILLUMINA;;,SAL_PA6264AA,raw intact chicken,2018,NA,NA,North America,United States,Virginia,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09206554,SRS3298406,2018-05-15,2018-05-14,Assembled,109,163647,4945801,Salmonella enterica;100.0%,101,39699,4
SAL_AB8514AA_AS,SAL_AB8514AA_AS.result,65,36,29,27,25,20,4849987,4839251,4821512,4801959,4776077,4595513,40,707880,4842258,4809037,52.15,52.09,373632,373632,160424,160424,6,6,11,11,78,21,4499137,127,1,0,0,5 + 24 part,609522,87.932,1.001,2.48,1303.78,26.32,196290,4231963,68067,68067,30999,31718,25,25,53,52,Poultry,Product,SAL_PA7146AA,FSIS11809751,SRR7171542;ILLUMINA;Paired;300;SRX4089448;;,ILLUMINA;;,SAL_PA7146AA,raw intact chicken,2018,NA,NA,North America,United States,California,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09213694,SRS3306205,2018-05-16,2018-05-16,Assembled,59,373632,4849987,Salmonella enterica;100.0%,61,114673,4
SAL_AB8528AA_AS,SAL_AB8528AA_AS.result,85,55,45,42,33,21,4941335,4929919,4909744,4884969,4714075,4254659,63,631049,4935451,4809037,52.12,52.09,282892,282892,97254,97733,6,6,14,13,74,23,4185153,129,0,0,1,18 + 30 part,696042,88.051,1.001,0,1304.39,26.12,196291,4237463,57211,57243,26261,31718,28,27,58,55,Poultry,Animal,SAL_PA7132AA,FSIS11809754,SRR7171556;ILLUMINA;Paired;300;SRX4089462;;,ILLUMINA;;,SAL_PA7132AA,comminuted chicken,2018,NA,NA,North America,United States,Virginia,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09213695,SRS3306218,2018-05-16,2018-05-16,Assembled,62,282892,4941335,Salmonella enterica;94.8%,81,30475,4
SAL_AB8643AA_AS,SAL_AB8643AA_AS.result,72,44,36,35,30,21,4866870,4856205,4840313,4834118,4763592,4394836,51,494422,4860841,4809037,52.11,52.09,282799,282799,162861,162861,7,7,12,12,73,20,4259603,130,0,1,1,10 + 30 part,623310,88.03,1.001,2.41,1304.67,26.29,196363,4236976,57243,57948,30996,32053,28,27,56,54,Poultry,Animal,SAL_PA7220AA,FSIS11809807,SRR7173259;ILLUMINA;Paired;300;SRX4090901;;,ILLUMINA;;,SAL_PA7220AA,comminuted chicken,2018,NA,NA,North America,United States,Pennsylvania,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09214558,SRS3307642,2018-05-17,2018-05-16,Assembled,96,282799,4866870,Salmonella enterica;100.0%,69,34335,4
SAL_AB8755AA_AS,SAL_AB8755AA_AS.result,102,51,39,34,28,21,5010202,4987472,4958035,4926574,4793059,4539883,68,908022,4999241,4809037,52.1,52.09,282800,282800,100653,123879,5,5,12,11,83,23,4415114,131,0,0,1,18 + 31 part,754099,88.067,1.002,0.38,1304.03,26.28,196296,4242599,56337,57211,19108,24653,28,26,61,55,Bovine,Animal,SAL_PA7342AA,FSIS11809709,SRR7178558;ILLUMINA;Paired;300;SRX4095915;;,ILLUMINA;;,SAL_PA7342AA,cattle-steer,2018,NA,NA,North America,United States,Washington,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA292666,SRP062916,SAMN09220811,SRS3312405,2018-05-17,2018-05-17,Assembled,94,282800,5010202,Salmonella enterica;92.14%,97,34303,4
SAL_AB8971AA_AS,SAL_AB8971AA_AS.result,86,64,50,45,39,23,4949190,4939979,4898685,4862719,4758437,4163514,69,514123,4943227,4809037,52.14,52.09,196956,196956,90835,91415,7,7,17,16,70,24,3992498,128,0,1,1,17 + 37 part,705891,87.962,1.002,0.61,1306.32,26.48,196291,4235811,57354,57948,26261,30274,28,27,59,55,Poultry,Animal,SAL_PA7504AA,FSIS11807452,SRR7180872;ILLUMINA;Paired;300;SRX4098079;;,ILLUMINA;;,SAL_PA7504AA,chicken carcass,2018,NA,NA,North America,United States,Arkansas,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09222089,SRS3314513,2018-05-18,2018-05-17,Assembled,68,196956,4949190,Salmonella enterica;100.0%,86,41173,4
SAL_AB8973AA_AS,SAL_AB8973AA_AS.result,90,68,55,53,40,24,4969512,4960637,4926613,4913573,4701227,4165778,74,581578,4964570,4809037,52.14,52.09,212003,212003,87325,90835,8,8,18,17,70,24,3904035,125,1,2,1,17 + 39 part,723293,88.013,1.002,0.81,1305.16,26.13,196289,4238620,52909,57211,19416,22713,28,27,63,58,Poultry,Product,SAL_PA7502AA,FSIS11807962,SRR7180874;ILLUMINA;Paired;300;SRX4098081;;,ILLUMINA;;,SAL_PA7502AA,raw intact chicken,2018,NA,NA,North America,United States,Kentucky,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09222091,SRS3314516,2018-05-18,2018-05-17,Assembled,110,212003,4969512,Salmonella enterica;97.68%,87,54475,4
SAL_AB8975AA_AS,SAL_AB8975AA_AS.result,74,51,37,34,26,21,4781181,4772092,4740670,4720784,4578550,4389177,58,521234,4776739,4809037,52.18,52.09,225812,225812,149941,149941,7,7,13,13,84,24,4329341,127,0,1,2,13 + 29 part,536329,87.961,1.002,0.42,1307.56,26.26,128939,4238756,65375,65375,26911,26564,27,27,54,55,Poultry,Product,SAL_PA7500AA,FSIS11808380,SRR7180876;ILLUMINA;Paired;300;SRX4098083;;,ILLUMINA;;,SAL_PA7500AA,raw intact chicken,2018,NA,NA,North America,United States,California,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09222093,SRS3314518,2018-05-18,2018-05-17,Assembled,83,225812,4781181,Salmonella enterica;100.0%,71,35400,4
SAL_AB9071AA_AS,SAL_AB9071AA_AS.result,136,117,102,92,62,37,4852973,4845267,4804572,4733887,4224931,3342233,125,224610,4849977,4809037,52.26,52.09,71832,71832,39501,41158,22,22,44,43,66,39,2876354,118,0,1,5,20 + 63 part,615007,87.813,1.003,6.58,1314.36,25.98,172594,4230066,39208,39756,17957,18883,41,40,85,83,Poultry,Animal,SAL_PA7661AA,FSIS11809895,SRR7183156;ILLUMINA;Paired;300;SRX4099936;;,ILLUMINA;;,SAL_PA7661AA,chicken carcass,2018,NA,NA,North America,United States,South Carolina,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09225150,SRS3316051,2018-05-19,2018-05-18,Assembled,77,71259,4852973,Salmonella enterica;100.0%,133,60930,4
SAL_AB9084AA_AS,SAL_AB9084AA_AS.result,66,44,35,32,29,22,5026203,5016882,4993232,4974003,4932911,4682653,50,707880,5020757,4809037,52.15,52.09,300604,300604,131315,150129,6,6,12,11,75,19,4275774,134,1,1,0,10 + 25 part,768397,88.307,1.001,2.59,1313.79,26.07,196296,4250545,57211,57948,26261,32053,28,26,59,53,Poultry,Product,SAL_PA7678AA,FSIS21821649,SRR7184492;ILLUMINA;Paired;300;SRX4101265;;,ILLUMINA;;,SAL_PA7678AA,raw intact chicken,2018,NA,NA,North America,United States,Maryland,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09225332,SRS3317376,2018-05-19,2018-05-18,Assembled,121,300604,5026203,Salmonella enterica;98.36%,65,47039,4
SAL_AB9091AA_AS,SAL_AB9091AA_AS.result,104,74,66,62,52,36,4879155,4866018,4842996,4810945,4632085,4035394,83,460612,4872309,4809037,52.09,52.09,96143,96143,61213,61612,15,15,30,29,70,36,3660766,123,0,2,0,8 + 46 part,640605,87.86,1.002,0.62,1302.86,26.18,196286,4229318,48382,48382,19095,22713,34,34,72,69,Poultry,Product,SAL_PA7671AA,FSIS21821642,SRR7184501;ILLUMINA;Paired;300;SRX4101274;;,ILLUMINA;;,SAL_PA7671AA,raw intact chicken,2018,NA,NA,North America,United States,California,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09225325,SRS3317383,2018-05-19,2018-05-18,Assembled,69,96143,4879155,Salmonella enterica;100.0%,102,135281,4
SAL_AB9577AA_AS,SAL_AB9577AA_AS.result,126,102,85,82,57,32,4898814,4888162,4837705,4820271,4390933,3475175,110,273127,4893405,4809037,52.22,52.09,87029,88027,43870,47474,17,16,37,35,64,33,3146601,126,1,1,1,20 + 55 part,660098,87.838,1.002,0.59,1305.11,26.06,148002,4229543,42361,45432,17932,19108,36,35,78,74,Poultry,Product,SAL_PA8098AA,FSIS21821668,SRR7189398;ILLUMINA;Paired;500;SRX4106122;;,ILLUMINA;;,SAL_PA8098AA,raw intact chicken,2018,NA,NA,North America,United States,Georgia,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09230398,SRS3321914,2018-05-22,2018-05-21,Assembled,105,87029,4898814,Salmonella enterica;100.0%,126,79859,4
SAL_AB9579AA_AS,SAL_AB9579AA_AS.result,192,156,130,111,72,30,4827083,4809579,4745591,4613697,3945177,2501136,171,192242,4819989,4809037,52.35,52.09,52566,52566,30538,30538,29,29,60,60,67,45,2378462,114,0,0,3,22 + 71 part,591911,87.524,1.005,0.37,1303.83,25.49,127791,4219691,32188,32188,15392,15550,46,46,100,99,Poultry,Product,SAL_PA8096AA,FSIS21821657,SRR7189400;ILLUMINA;Paired;500;SRX4106124;;,ILLUMINA;;,SAL_PA8096AA,raw intact chicken,2018,NA,NA,North America,United States,North Carolina,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09230389,SRS3321917,2018-05-22,2018-05-21,Assembled,121,52566,4827083,Salmonella enterica;100.0%,191,97600,4
SAL_AB9586AA_AS,SAL_AB9586AA_AS.result,184,155,128,113,62,31,4819053,4803358,4738997,4623800,3700817,2641881,170,242684,4813986,4809037,52.26,52.09,53040,53040,26405,26405,27,27,59,59,59,43,2552354,113,0,1,4,22 + 71 part,586973,87.539,1.004,5.71,1298.42,25.37,196254,4219168,30019,30019,15133,15133,43,43,99,99,Poultry,Product,SAL_PA8089AA,FSIS21821667,SRR7189407;ILLUMINA;Paired;500;SRX4106131;;,ILLUMINA;;,SAL_PA8089AA,raw intact chicken,2018,NA,NA,North America,United States,Georgia,,,,,Typhimurium,I,,"United States Department of Agriculture, Food Safety and Inspection Service",PRJNA242847,SRP040648,SAMN09230397,SRS3321923,2018-05-22,2018-05-21,Assembled,83,53040,4819053,Salmonella enterica;100.0%,184,82450,4
SAL_BA2187AA_AS,SAL_BA2187AA_AS.scaffold,144,55,43,37,30,25,5038504,5013838,4995061,4958439,4846363,4677172,66,711632,5021669,4809037,52.09,52.09,223067,225955,141451,149998,7,6,13,12,84,25,4577846,129,0,0,3,18 + 32 part,788040,87.911,1.001,0,1308.41,26.44,129066,4233040,57213,58646,22032,30708,29,27,61,55,Swine,Animal,SAL_DA9890AA,MDH-2013-00080,SRR1157943;ILLUMINA;Paired;500;SRX461927;437745878;223,ILLUMINA;;,SAL_DA9890AA,porcine liver; pig,2009,3,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02378085,SRS551195,2015-08-27,2014-02-03,Assembled,86.88,223067,5038504,Salmonella enterica;86.01%,107,5284,2
SAL_BA3453AA_AS,SAL_BA3453AA_AS.scaffold,108,78,64,55,45,29,4832002,4818177,4787637,4722025,4547560,3913731,90,337390,4826839,4809037,52.15,52.09,136664,136664,64562,64562,12,12,24,24,73,32,3840446,125,0,0,0,14 + 43 part,583612,88.057,1.002,0,1302.57,26.16,147998,4239643,46232,46232,20910,21662,32,32,68,67,Human,Animal,SAL_BA1518AA,WAPHL_SAL-A00910,SRR2130329;ILLUMINA;Paired;500;SRX1121047;567850248;222,ILLUMINA;;,SAL_BA1518AA,stool,2015,7,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183851,SRP028334,SAMN03857038,SRS1013709,2015-08-26,2015-07-27,Assembled,117.52,136664,4832002,Salmonella enterica;95.69%,104,8213,2.1
SAL_BA4147AA_AS,SAL_BA4147AA_AS.scaffold,113,82,65,59,49,30,4933438,4920900,4880427,4839001,4632490,3941125,92,376818,4927691,4809037,52.16,52.09,109293,109803,59339,61979,12,11,26,25,69,33,3726472,126,0,0,2,9 + 41 part,677241,88.109,1.003,0,1301.03,26.01,147999,4245677,46233,47698,19816,21804,34,32,73,69,Poultry,Product,SAL_BA5459AA,WAPHL_SAL-A00739,SRR2005915;ILLUMINA;Paired;500;SRX1015997;472903778;229,ILLUMINA;;,SAL_BA5459AA,chicken breast,2006,NA,NA,North America,United States,Maryland,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183851,SRP028334,SAMN03291568,SRS927378,2015-08-27,2015-05-02,Assembled,95.86,109293,4933438,Salmonella enterica;99.01%,105,9058,2.2
SAL_BA4181AA_AS,SAL_BA4181AA_AS.scaffold,90,46,39,34,30,24,4858600,4844765,4833017,4799705,4717170,4503105,54,682273,4850335,4809037,52.1,52.09,199242,199242,112809,114710,7,7,15,14,81,22,4308998,130,0,0,1,7 + 32 part,618475,87.84,1.002,0,1306.27,26.21,128939,4229575,57213,57391,26911,30301,29,28,57,56,Swine,Animal,SAL_CA7786AA,MDH-2014-00670,SRR1812904;ILLUMINA;Paired;500;SRX885432;345248288;244,ILLUMINA;;,SAL_CA7786AA,porcine feces,2005,11,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699836,SRS852393,2015-08-27,2015-02-22,Assembled,71.06,199242,4858600,Salmonella enterica;91.04%,75,7782,2.2
SAL_BA4390AA_AS,SAL_BA4390AA_AS.scaffold,74,54,40,34,30,23,5048422,5040411,5013463,4964617,4904252,4640764,60,707880,5044417,4809037,52.1,52.09,252702,252702,109028,149939,6,6,13,12,76,22,4488247,126,0,0,1,17 + 25 part,802304,88.027,1.002,0,1310.04,26.39,148096,4240952,57948,66224,21903,31715,28,26,60,53,Poultry,Product,SAL_CA9306AA,NY-32412,SRR1713643;ILLUMINA;Paired;500;SRX810245;493140948;241,ILLUMINA;;,SAL_CA9306AA,chicken breast,2003,NA,NA,North America,United States,Connecticut,,,,,Typhimurium var. O5 - (Copenhagen),I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183850,SRP028607,SAMN02777728,SRS791455,2015-08-27,2014-12-15,Assembled,97.68,252702,5048422,Salmonella enterica;96.88%,70,5614,2.2
SAL_BA5074AA_AS,SAL_BA5074AA_AS.scaffold,115,79,62,55,49,34,4833888,4818037,4779051,4731899,4626735,4093687,93,306970,4828211,4809037,52.15,52.09,131305,131305,63506,63506,12,12,26,26,73,33,3663748,124,0,0,1,13 + 48 part,584155,88.065,1.002,0,1303.41,26.14,129066,4239880,49031,49935,21662,21903,32,31,66,65,Human,Animal,SAL_BA1519AA,WAPHL_SAL-A00909,SRR2130327;ILLUMINA;Paired;500;SRX1121045;452733596;226,ILLUMINA;;,SAL_BA1519AA,swab,2015,6,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183851,SRP028334,SAMN03857037,SRS1013710,2015-08-26,2015-07-27,Assembled,93.66,129086,4833888,Salmonella enterica;95.79%,106,8733,2.1
SAL_BA5395AA_AS,SAL_BA5395AA_AS.scaffold,100,60,48,42,34,30,4907972,4893238,4873625,4826720,4669143,4529085,68,432165,4899742,4809037,52.08,52.09,172760,185408,100219,100219,10,9,19,19,81,26,4186168,128,0,0,0,16 + 33 part,669555,87.815,1.002,0,1306.31,26.24,127791,4228159,51868,52917,21903,25832,31,30,64,61,Swine,Animal,SAL_CA7787AA,MDH-2014-00667,SRR1812903;ILLUMINA;Paired;500;SRX885431;375456384;243,ILLUMINA;;,SAL_CA7787AA,porcine tissue,2005,10,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699833,SRS852383,2015-08-27,2015-02-22,Assembled,76.5,172760,4907972,Salmonella enterica;91.25%,91,10345,2.2
SAL_BA5501AA_AS,SAL_BA5501AA_AS.scaffold,128,69,37,32,28,17,5015807,4986006,4929629,4893883,4826563,4417437,97,707880,5007827,4809037,52.18,52.09,312798,312798,208605,229663,6,6,11,10,78,21,4530169,134,0,0,1,52 + 27 part,749881,88.423,1.001,0,1313.57,26.27,196297,4256919,58646,68036,26261,30999,26,25,57,52,Poultry,Product,SAL_EA0808AA,MDH-2013-00189,SRR1030355;ILLUMINA;Paired;500;SRX377990;342699600;204,ILLUMINA;;,SAL_EA0808AA,chicken breast,2013,2,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02378194,SRS502796,2015-08-27,2013-11-15,Assembled,68.32,312798,5015807,Salmonella enterica;100.0%,117,4734,2.2
SAL_BA5542AA_AS,SAL_BA5542AA_AS.scaffold,299,74,53,48,40,33,4945653,4846091,4791294,4758404,4639602,4367751,136,458717,4890984,4809037,52.18,52.09,148924,148924,85098,85098,10,10,22,22,73,30,4016191,131,0,0,1,74 + 44 part,649601,87.979,1.002,24.17,1308,26.59,137793,4238248,48290,48833,24652,25388,31,30,64,62,Poultry,Product,SAL_EA1410AA,AZ_TG68084,SRR1021745;ILLUMINA;Paired;500;SRX371425;374973540;185,ILLUMINA;;,SAL_EA1410AA,chicken breast,2008,NA,NA,North America,United States,New Mexico,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183847,SRP028894,SAMN02261106,SRS496930,2015-08-27,2013-10-30,Assembled,75.82,148924,4945653,Salmonella enterica;92.76%,281,14508,2.2
SAL_BA5550AA_AS,SAL_BA5550AA_AS.scaffold,397,127,82,68,49,33,5206060,5115989,5027458,4926638,4587912,4003691,174,330108,5150045,4809037,51.96,52.09,108793,130850,57043,69114,15,13,31,27,69,33,3708099,124,0,1,1,73 + 63 part,891815,88.178,1.004,8.52,1309.53,26.34,148081,4253240,47879,49853,16347,24652,35,31,78,64,Poultry,Product,SAL_CA8398AA,NY-32504,SRR1778038;ILLUMINA;Paired;500;SRX857667;290943576;187,ILLUMINA;;,SAL_CA8398AA,chicken breast,2003,NA,NA,North America,United States,Georgia,,,,,Typhimurium var. O5 - (Copenhagen),I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183850,SRP028607,SAMN02777754,SRS829605,2015-08-27,2015-01-30,Assembled,55.89,108793,5206060,Salmonella enterica;75.64%,314,22499,2.2
