Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_CA8602AA	FL-NRM137	SRR1767831;ILLUMINA;Paired;500;SRX849113;313722396;211	SAL_CA8602AA	Poultry	Avian	chicken breast	2005				North America	United States	Colorado						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183848	SRP028812	SAMN03269511	SRS901607	2015-08-27	2015-04-10	Assembled	65	90799	4896784	Salmonella enterica;100.0%	107	10535	2.2	SAL_JA5068AA_AS
SAL_CA8629AA	FL-NRM143	SRR1767789;ILLUMINA;Paired;500;SRX849070;379648416;222	SAL_CA8629AA	Poultry	Avian	chicken breast	2005				North America	United States	Colorado						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183848	SRP028812	SAMN03269512	SRS901608	2015-08-27	2015-04-10	Assembled	79	60347	4836776	Salmonella enterica;100.0%	143	16950	2.2	SAL_JA5070AA_AS
SAL_CA8634AA	FL-NRM148	SRR1767784;ILLUMINA;Paired;500;SRX849065;477213350;205	SAL_CA8634AA	Poultry	Avian	chicken breast	2005				North America	United States	California						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183848	SRP028812	SAMN03269513	SRS901609	2015-08-27	2015-04-10	Assembled	95	142357	5035211	Salmonella enterica;98.61%	79	4636	2.2	SAL_JA5071AA_AS
SAL_CA8758AA	NY-32463	SRR1752900;ILLUMINA;Paired;500;SRX838870;436391060;245	SAL_CA8758AA	Poultry	Avian	Chicken Breast	2003				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN02777751	SRS815605	2015-08-27	2015-01-12	Assembled	86	279602	5083900	Salmonella enterica;98.62%	78	8507	2.2	SAL_JA5073AA_AS
SAL_CA9018AA	NY-32421	SRR1735419;ILLUMINA;Paired;500;SRX824547;528474080;191	SAL_CA9018AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Connecticut						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN02777737	SRS804162	2015-08-27	2014-12-26	Assembled	105	279027	5075176	Salmonella enterica;98.37%	73	2174	2.2	SAL_JA6591AA_AS
SAL_CA9030AA	NY-32414	SRR1735407;ILLUMINA;Paired;500;SRX824535;411053000;236	SAL_CA9030AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Connecticut						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN02777730	SRS804150	2015-08-27	2014-12-26	Assembled	82	279402	5049887	Salmonella enterica;100.0%	62	4493	2.2	SAL_JA4505AA_AS
SAL_CA9040AA	NY-32415	SRR1735397;ILLUMINA;Paired;500;SRX824525;458402256;234	SAL_CA9040AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Connecticut						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN02777731	SRS804140	2015-08-27	2014-12-26	Assembled	92	282892	4989587	Salmonella enterica;98.18%	60	3243	2.2	SAL_JA4508AA_AS
SAL_CA9302AA	NY-30662	SRR1713647;ILLUMINA;Paired;500;SRX810249;622574880;240	SAL_CA9302AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN02777713	SRS791459	2015-08-27	2014-12-15	Assembled	126	196629	4950664	Salmonella enterica;98.41%	66	4566	2.2	SAL_IA4927AA_AS
SAL_CA9306AA	NY-32412	SRR1713643;ILLUMINA;Paired;500;SRX810245;493140948;241	SAL_CA9306AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Connecticut						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN02777728	SRS791455	2015-08-27	2014-12-15	Assembled	97.68	252702	5048422	Salmonella enterica;96.88%	70	5614	2.2	SAL_BA4390AA_AS
SAL_CA9860AA	AZ-TG74468	SRR1664280;ILLUMINA;Paired;500;SRX769323;448835656;236	SAL_CA9860AA	Poultry	Avian	Chicken Breast	2005				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894185	SRS753474	2015-08-27	2014-11-26	Assembled	89	239070	5097415	Salmonella enterica;97.56%	84	6422	2.2	SAL_IA4932AA_AS
SAL_CA9868AA	AZ-TG74508	SRR1664272;ILLUMINA;Paired;500;SRX769315;494380400;232	SAL_CA9868AA	Poultry	Avian	Chicken Breast	2005				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894189	SRS753466	2015-08-27	2014-11-26	Assembled	97	278933	5131292	Salmonella enterica;97.41%	86	3767	2.2	SAL_CA4010AA_AS
SAL_CA9875AA	AZ-TG74504	SRR1664265;ILLUMINA;Paired;500;SRX769308;706382888;226	SAL_CA9875AA	Poultry	Avian	Chicken Breast	2005				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894188	SRS753459	2015-08-27	2014-11-26	Assembled	142	279025	4984749	Salmonella enterica;98.68%	82	4031	2.2	SAL_CA4012AA_AS
SAL_DA0263AA	AZ-TG74968	SRR1646950;ILLUMINA;Paired;500;SRX756902;340313370;235	SAL_DA0263AA	Poultry	Avian	Chicken Breast	2005				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894196	SRS724168	2015-08-27	2014-11-10	Assembled	68	279030	5043322	Salmonella enterica;81.39%	91	5225	2.2	SAL_JA4727AA_AS
SAL_DA0264AA	AZ-TG74892	SRR1583139;ILLUMINA;Paired;500;SRX708052;590013870;237,SRR1646949;ILLUMINA;Paired;500;SRX756901;403462164;237	SAL_DA0264AA	Poultry	Avian	Chicken Breast	2005				North America	United States	New York		New York				Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894181	SRS707137	2015-08-27	2014-11-10	Assembled	82	291928	4930935	Salmonella enterica;100.0%	64	3949	2.2	SAL_JA6823AA_AS
SAL_DA0277AA	AZ-TG74332	SRR1646927;ILLUMINA;Paired;500;SRX756878;577413648;228	SAL_DA0277AA	Poultry	Avian	Chicken Breast	2005				North America	United States	Georgia						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894177	SRS724163	2015-08-27	2014-11-10	Assembled	120.7	279843	4784038	Salmonella enterica;100.0%	51	1946	2.2	SAL_BA6197AA_AS
SAL_DA0278AA	AZ-TG74300	SRR1646926;ILLUMINA;Paired;500;SRX756877;313386840;234	SAL_DA0278AA	Poultry	Avian	Chicken Breast	2005				North America	United States	Connecticut						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894175	SRS724165	2015-08-27	2014-11-10	Assembled	61.43	282892	5101159	Salmonella enterica;98.49%	77	5444	2.2	SAL_BA6203AA_AS
SAL_DA0296AA	AZ-TG74232	SRR1646586;ILLUMINA;Paired;500;SRX755988;387310972;239	SAL_DA0296AA	Poultry	Avian	Chicken Breast	2005				North America	United States	Connecticut						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894171	SRS741212	2015-08-27	2014-11-08	Assembled	80	588742	4888477	Salmonella enterica;77.94%	82	4915	2.2	SAL_JA6428AA_AS
SAL_DA0309AA	AZ-TG74260	SRR1646573;ILLUMINA;Paired;500;SRX755975;496447692;237	SAL_DA0309AA	Poultry	Avian	Chicken Breast	2005				North America	United States	Connecticut						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894172	SRS724185	2015-08-27	2014-11-08	Assembled	95	238838	5226201	Salmonella enterica;96.47%	95	6058	2.2	SAL_JA6647AA_AS
SAL_DA0333AA	AZ-TG74264	SRR1646549;ILLUMINA;Paired;500;SRX755951;494574188;233	SAL_DA0333AA	Poultry	Avian	Chicken Breast	2005				North America	United States	Connecticut						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894173	SRS741178	2015-08-27	2014-11-08	Assembled	100	252702	4994267	Salmonella enterica;97.14%	74	5052	2.2	SAL_JA4612AA_AS
SAL_DA1606AA	NY-30648	SRR1637032;ILLUMINA;Paired;500;SRX749265;633715680;205	SAL_DA1606AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Maryland						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN02777699	SRS735244	2015-08-27	2014-11-02	Assembled	130	271008	4900163	Salmonella enterica;100.0%	65	2367	2.2	SAL_IA4935AA_AS
SAL_DA1609AA	NY-30649	SRR1637020;ILLUMINA;Paired;500;SRX749259;585227128;202	SAL_DA1609AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Maryland						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN02777700	SRS735238	2015-08-27	2014-11-02	Assembled	120	271008	4902638	Salmonella enterica;100.0%	72	2874	2.2	SAL_IA4936AA_AS
SAL_DA1927AA	AZ-TG74528	SRR1631195;ILLUMINA;Paired;500;SRX743814;230815580;230	SAL_DA1927AA	Poultry	Avian	Chicken Breast	2005				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894190	SRS731506	2015-08-27	2014-10-27	Assembled	46	282892	5082638	Salmonella enterica;98.49%	73	7742	2.2	SAL_IA4937AA_AS
SAL_DA1929AA	AZ-TG74472	SRR1631193;ILLUMINA;Paired;500;SRX743812;136229810;229	SAL_DA1929AA	Poultry	Avian	Chicken Breast	2005				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894186	SRS731504	2015-08-27	2014-10-27	Assembled	27	106803	5111852	Salmonella enterica;83.76%	125	19416	2.2	SAL_IA4939AA_AS
SAL_DA1981AA	WAPHL_SAL-A00602	SRR1619565;ILLUMINA;Paired;500;SRX739140;434984400;225	SAL_DA1981AA	Poultry	Avian	Chicken Breast	2005				North America	United States	California						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782654	SRS726905	2015-08-27	2014-10-23	Assembled	87	172456	5051740	Salmonella enterica;98.15%	61	5008	2.2	SAL_JA6670AA_AS
SAL_DA2466AA	WAPHL_SAL-A00574	SRR1598880;ILLUMINA;Paired;500;SRX722046;206337530;245	SAL_DA2466AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Tennessee						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782626	SRS716259	2015-08-27	2014-10-06	Assembled	43	80874	4888595	Salmonella enterica;99.0%	105	26385	2.2	SAL_JA6892AA_AS
SAL_DA2467AA	WAPHL_SAL-A00572	SRR1598879;ILLUMINA;Paired;500;SRX722045;317330728;242	SAL_DA2467AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Tennessee						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782624	SRS716258	2015-08-27	2014-10-06	Assembled	65	184458	4907800	Salmonella enterica;100.0%	73	11204	2.2	SAL_JA5407AA_AS
SAL_DA2472AA	WAPHL_SAL-A00573	SRR1598874;ILLUMINA;Paired;500;SRX722040;319245290;245	SAL_DA2472AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Tennessee						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782625	SRS716253	2015-08-27	2014-10-06	Assembled	64	179086	5026518	Salmonella enterica;86.84%	84	17248	2.2	SAL_JA6503AA_AS
SAL_DA2631AA	WAPHL_SAL-A00569	SRR1588688;ILLUMINA;Paired;500;SRX712974;399033288;228	SAL_DA2631AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Tennessee						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782621	SRS711065	2015-08-27	2014-09-29	Assembled	81.35	98385	4904849	Salmonella enterica;100.0%	92	9246	2.2	SAL_JA6443AA_AS
SAL_DA2632AA	WAPHL_SAL-A00567	SRR1588687;ILLUMINA;Paired;500;SRX712973;355639950;225	SAL_DA2632AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Tennessee						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782619	SRS711064	2015-08-27	2014-09-29	Assembled	73	257803	4910306	Salmonella enterica;100.0%	63	5590	2.2	SAL_JA5411AA_AS
SAL_DA2633AA	WAPHL_SAL-A00566	SRR1588686;ILLUMINA;Paired;500;SRX712972;457238412;237	SAL_DA2633AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Tennessee						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782618	SRS711062	2015-08-27	2014-09-29	Assembled	92	257903	5013374	Salmonella enterica;84.13%	68	5942	2.2	SAL_JA4468AA_AS
SAL_DA2653AA	WAPHL_SAL-A00570	SRR1588666;ILLUMINA;Paired;500;SRX712952;280031050;233	SAL_DA2653AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Tennessee						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782622	SRS711044	2015-08-27	2014-09-29	Assembled	57.06	172106	4907475	Salmonella enterica;100.0%	73	10369	2.2	SAL_JA7165AA_AS
SAL_DA2657AA	WAPHL_SAL-A00560	SRR1588662;ILLUMINA;Paired;500;SRX712946;427198704;236	SAL_DA2657AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Tennessee						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782612	SRS711040	2015-08-27	2014-09-29	Assembled	86	153045	5017950	Salmonella enterica;92.06%	74	8349	2.2	SAL_JA7013AA_AS
SAL_DA2861AA	NY-30650	SRR1582188;ILLUMINA;Paired;500;SRX707399;432678792;182	SAL_DA2861AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Maryland						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN02777701	SRS706611	2015-08-27	2014-09-19	Assembled	89	373609	4900628	Salmonella enterica;100.0%	65	2270	2.2	SAL_IA4941AA_AS
SAL_DA2865AA	NY-30651	SRR1582184;ILLUMINA;Paired;500;SRX707395;369511744;188	SAL_DA2865AA	Poultry	Avian	Chicken Breast	2003				North America	United States	Maryland						Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN02777702	SRS706607	2015-08-27	2014-09-19	Assembled	76	271008	4901383	Salmonella enterica;100.0%	76	2859	2.2	SAL_IA4942AA_AS
SAL_DA2883AA	NY-29979	SRR1582149;ILLUMINA;Paired;500;SRX707360;352319888;184	SAL_DA2883AA	Poultry	Avian	Chicken Breast	2003				North America	United States	New York		New York				Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN02777664	SRS706573	2015-08-27	2014-09-19	Assembled	73	183915	4841739	Salmonella enterica;100.0%	83	3898	2.2	SAL_JA6889AA_AS
SAL_DA3138AA	WAPHL_SAL-A00551	SRR1576018;ILLUMINA;Paired;500;SRX701725;364316874;237	SAL_DA3138AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782603	SRS701606	2015-08-27	2014-09-16	Assembled	72	174807	5092154	Salmonella enterica;97.78%	94	9920	2.2	SAL_IA4943AA_AS
SAL_DA3243AA	AZ-TG74928	SRR1574279;ILLUMINA;Paired;500;SRX700255;433080480;240	SAL_DA3243AA	Poultry	Avian	Chicken Breast	2005				North America	United States	New York		New York				Typhimurium	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894183	SRS700442	2015-08-27	2014-09-12	Assembled	87	204653	4983018	Salmonella enterica;100.0%	82	4514	2.2	SAL_JA6663AA_AS
SAL_DA3253AA	AZ-TG74904	SRR1574261;ILLUMINA;Paired;500;SRX700239;371077614;239	SAL_DA3253AA	Poultry	Avian	Chicken Breast	2005				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN02894192	SRS700426	2015-08-27	2014-09-12	Assembled	74.38	240613	4988720	Salmonella enterica;100.0%	69	4666	2.2	SAL_JA4501AA_AS
SAL_DA3275AA	WAPHL_SAL-A00536	SRR1573577;ILLUMINA;Paired;500;SRX699575;496912572;234	SAL_DA3275AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782588	SRS699427	2015-08-27	2014-09-11	Assembled	100	252702	4977147	Salmonella enterica;97.22%	74	5217	2.2	SAL_IA4944AA_AS
SAL_DA3277AA	WAPHL_SAL-A00545	SRR1573575;ILLUMINA;Paired;500;SRX699573;535890340;230	SAL_DA3277AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782597	SRS699425	2015-08-27	2014-09-11	Assembled	109	278992	4945578	Salmonella enterica;98.27%	62	3826	2.2	SAL_IA4945AA_AS
SAL_DA3278AA	WAPHL_SAL-A00544	SRR1573574;ILLUMINA;Paired;500;SRX699572;443680116;237	SAL_DA3278AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782596	SRS699424	2015-08-27	2014-09-11	Assembled	89	283853	5031120	Salmonella enterica;98.39%	67	5610	2.2	SAL_IA4946AA_AS
SAL_DA3279AA	WAPHL_SAL-A00542	SRR1573573;ILLUMINA;Paired;500;SRX699571;478042950;231	SAL_DA3279AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782594	SRS699423	2015-08-27	2014-09-11	Assembled	98	273688	4914812	Salmonella enterica;100.0%	43	4095	2.2	SAL_IA4947AA_AS
SAL_DA3283AA	WAPHL_SAL-A00549	SRR1573569;ILLUMINA;Paired;500;SRX699567;327762032;233	SAL_DA3283AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782601	SRS699418	2015-08-27	2014-09-11	Assembled	66	207681	4985519	Salmonella enterica;100.0%	70	6574	2.2	SAL_IA4948AA_AS
SAL_DA3285AA	WAPHL_SAL-A00547	SRR1573567;ILLUMINA;Paired;500;SRX699565;437676876;234	SAL_DA3285AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782599	SRS699416	2015-08-27	2014-09-11	Assembled	88	238838	4986982	Salmonella enterica;100.0%	65	5038	2.2	SAL_IA4949AA_AS
SAL_DA3286AA	WAPHL_SAL-A00546	SRR1573566;ILLUMINA;Paired;500;SRX699564;445198424;236	SAL_DA3286AA	Poultry	Avian	Chicken Breast	2004				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN02782598	SRS699417	2015-08-27	2014-09-11	Assembled	91	252702	4924065	Salmonella enterica;100.0%	63	4857	2.2	SAL_IA4950AA_AS
